task_name,task_type,priority,duration_minutes,day_of_week,best_time_slot
Code Review,coding,high,119,Monday,Afternoon
Code Review,review,high,175,Friday,Afternoon
Code Review,meeting,medium,175,Thursday,Evening
Documentation,coding,high,90,Thursday,Afternoon
UI Testing,coding,high,118,Friday,Evening
Client Call,coding,medium,26,Friday,Evening
Product Demo,review,low,160,Wednesday,Afternoon
Unit Testing,testing,low,151,Sunday,Afternoon
Product Demo,coding,high,28,Thursday,Afternoon
Documentation,planning,medium,51,Sunday,Afternoon
Unit Testing,meeting,high,132,Saturday,Morning
Documentation,review,medium,78,Friday,Morning
Design Mockup,testing,high,22,Friday,Evening
Design Mockup,coding,medium,106,Friday,Evening
Team Meeting,testing,low,110,Tuesday,Morning
Design Mockup,writing,low,35,Saturday,Morning
Documentation,testing,low,164,Tuesday,Morning
Bug Fixing,meeting,low,64,Tuesday,Evening
Unit Testing,review,high,143,Thursday,Morning
Daily Standup,coding,medium,117,Saturday,Morning
Sprint Planning,meeting,low,140,Monday,Morning
UI Testing,review,low,135,Friday,Evening
Daily Standup,planning,high,84,Sunday,Afternoon
Database Backup,review,medium,115,Monday,Morning
Code Review,testing,medium,35,Thursday,Afternoon
Design Mockup,meeting,high,170,Friday,Morning
Product Demo,testing,low,51,Thursday,Afternoon
Documentation,review,medium,24,Monday,Evening
Team Meeting,planning,high,64,Tuesday,Morning
Daily Standup,coding,medium,87,Monday,Evening
Daily Standup,coding,low,52,Thursday,Afternoon
Product Demo,coding,medium,165,Wednesday,Morning
Design Mockup,testing,medium,67,Wednesday,Morning
Design Mockup,review,low,77,Wednesday,Afternoon
UI Testing,writing,low,152,Wednesday,Evening
Daily Standup,planning,low,90,Thursday,Morning
Daily Standup,review,medium,142,Sunday,Afternoon
Daily Standup,writing,low,77,Thursday,Afternoon
Code Review,review,high,138,Wednesday,Evening
Product Demo,writing,medium,144,Sunday,Afternoon
Product Demo,testing,low,48,Saturday,Morning
Database Backup,testing,high,98,Thursday,Afternoon
Daily Standup,review,low,79,Saturday,Afternoon
Team Meeting,coding,medium,54,Tuesday,Afternoon
Bug Fixing,coding,low,173,Wednesday,Morning
Product Demo,testing,medium,32,Tuesday,Evening
Design Mockup,writing,high,174,Wednesday,Evening
Sprint Planning,writing,high,83,Tuesday,Morning
Code Review,coding,high,29,Saturday,Evening
Product Demo,meeting,medium,140,Tuesday,Morning
Team Meeting,review,high,41,Wednesday,Morning
Client Call,writing,high,36,Sunday,Evening
Database Backup,review,high,114,Monday,Evening
Sprint Planning,writing,medium,96,Wednesday,Afternoon
UI Testing,coding,low,146,Thursday,Evening
UI Testing,testing,medium,114,Friday,Evening
Team Meeting,review,low,70,Saturday,Evening
Sprint Planning,meeting,medium,125,Saturday,Morning
Code Review,meeting,high,60,Friday,Morning
Unit Testing,testing,low,42,Monday,Evening
Code Review,review,low,43,Friday,Morning
Daily Standup,testing,low,155,Thursday,Afternoon
Unit Testing,planning,low,132,Sunday,Evening
Client Call,writing,high,48,Thursday,Morning
Code Review,review,high,104,Wednesday,Afternoon
Unit Testing,review,medium,81,Saturday,Morning
Database Backup,coding,high,147,Sunday,Evening
Product Demo,testing,low,56,Saturday,Afternoon
Code Review,testing,low,124,Tuesday,Evening
Database Backup,meeting,medium,21,Thursday,Evening
Daily Standup,testing,high,24,Saturday,Morning
Bug Fixing,testing,medium,35,Friday,Morning
Code Review,writing,medium,158,Saturday,Morning
Bug Fixing,testing,high,24,Friday,Evening
Unit Testing,coding,high,112,Saturday,Morning
Client Call,review,low,173,Saturday,Evening
Unit Testing,meeting,high,41,Monday,Evening
Code Review,review,low,81,Sunday,Morning
Daily Standup,testing,low,151,Saturday,Morning
Database Backup,review,high,119,Friday,Evening
Team Meeting,coding,high,152,Wednesday,Afternoon
Product Demo,coding,low,98,Saturday,Morning
Team Meeting,meeting,low,21,Friday,Morning
Unit Testing,testing,low,41,Saturday,Morning
Client Call,testing,high,150,Friday,Morning
Code Review,review,low,87,Saturday,Evening
Database Backup,meeting,high,67,Wednesday,Morning
Client Call,meeting,low,148,Monday,Morning
Database Backup,planning,high,115,Thursday,Afternoon
Code Review,coding,low,175,Friday,Morning
Daily Standup,coding,high,110,Tuesday,Afternoon
Design Mockup,meeting,low,40,Tuesday,Afternoon
Database Backup,testing,low,79,Friday,Evening
UI Testing,planning,low,91,Wednesday,Evening
UI Testing,coding,medium,24,Thursday,Evening
Database Backup,writing,high,32,Monday,Morning
UI Testing,coding,medium,28,Tuesday,Morning
Product Demo,coding,medium,164,Tuesday,Evening
Sprint Planning,writing,medium,147,Friday,Afternoon
Bug Fixing,testing,high,178,Sunday,Evening
Database Backup,review,high,61,Sunday,Afternoon
Database Backup,testing,low,78,Saturday,Evening
Team Meeting,writing,high,175,Tuesday,Evening
UI Testing,review,low,46,Wednesday,Morning
Design Mockup,writing,medium,39,Tuesday,Evening
Design Mockup,writing,medium,80,Saturday,Morning
Daily Standup,review,high,34,Saturday,Morning
Documentation,testing,high,34,Tuesday,Evening
Code Review,planning,high,120,Friday,Morning
Team Meeting,meeting,low,62,Sunday,Evening
Design Mockup,meeting,high,130,Sunday,Afternoon
Team Meeting,writing,high,116,Wednesday,Afternoon
Database Backup,meeting,medium,76,Friday,Morning
Code Review,review,low,151,Sunday,Evening
Client Call,review,medium,97,Saturday,Evening
Unit Testing,review,medium,48,Sunday,Evening
Sprint Planning,planning,medium,129,Saturday,Evening
Client Call,testing,low,97,Monday,Morning
Code Review,writing,medium,69,Thursday,Morning
UI Testing,testing,medium,130,Tuesday,Morning
Product Demo,testing,high,121,Wednesday,Evening
Database Backup,planning,high,107,Saturday,Evening
Sprint Planning,planning,medium,161,Wednesday,Afternoon
Database Backup,testing,medium,175,Monday,Morning
Product Demo,planning,medium,99,Wednesday,Afternoon
Daily Standup,review,high,141,Tuesday,Evening
Database Backup,writing,high,133,Thursday,Evening
Code Review,testing,low,149,Thursday,Morning
Documentation,testing,low,123,Wednesday,Afternoon
UI Testing,testing,low,159,Sunday,Afternoon
Unit Testing,planning,medium,111,Monday,Morning
Documentation,planning,high,149,Friday,Morning
Client Call,meeting,low,91,Sunday,Morning
Documentation,testing,low,114,Monday,Morning
Design Mockup,review,low,179,Sunday,Evening
Sprint Planning,review,low,123,Saturday,Afternoon
Product Demo,writing,medium,151,Monday,Afternoon
Code Review,coding,medium,129,Friday,Evening
Design Mockup,coding,high,34,Tuesday,Afternoon
Database Backup,planning,high,151,Thursday,Morning
Product Demo,testing,medium,41,Sunday,Evening
UI Testing,testing,medium,123,Thursday,Morning
Database Backup,writing,low,63,Saturday,Morning
Bug Fixing,meeting,medium,59,Friday,Afternoon
UI Testing,review,medium,122,Tuesday,Morning
Team Meeting,writing,medium,150,Tuesday,Afternoon
UI Testing,meeting,low,67,Friday,Morning
Unit Testing,review,low,169,Wednesday,Evening
Unit Testing,review,medium,85,Tuesday,Morning
Database Backup,planning,low,49,Sunday,Afternoon
UI Testing,planning,high,132,Thursday,Morning
Product Demo,testing,high,105,Thursday,Morning
Client Call,review,low,96,Thursday,Evening
Unit Testing,review,medium,47,Wednesday,Morning
Bug Fixing,coding,low,168,Monday,Afternoon
Design Mockup,writing,high,42,Thursday,Afternoon
Sprint Planning,meeting,low,124,Monday,Evening
Bug Fixing,testing,medium,169,Friday,Evening
Documentation,planning,low,99,Saturday,Evening
Daily Standup,writing,medium,74,Tuesday,Afternoon
Client Call,writing,high,176,Thursday,Evening
Team Meeting,writing,low,165,Wednesday,Afternoon
Code Review,review,low,122,Thursday,Morning
Code Review,testing,medium,62,Saturday,Morning
Code Review,planning,high,108,Sunday,Afternoon
Design Mockup,coding,low,177,Wednesday,Afternoon
Daily Standup,planning,low,47,Friday,Morning
Bug Fixing,review,medium,39,Thursday,Morning
Unit Testing,writing,high,87,Friday,Morning
Unit Testing,writing,high,109,Saturday,Evening
Client Call,testing,medium,95,Thursday,Morning
UI Testing,testing,medium,177,Monday,Morning
Documentation,writing,low,161,Monday,Evening
Bug Fixing,testing,medium,148,Tuesday,Evening
Database Backup,writing,high,129,Tuesday,Evening
Code Review,review,high,132,Friday,Afternoon
Product Demo,planning,low,80,Sunday,Morning
Code Review,writing,medium,119,Saturday,Evening
Bug Fixing,writing,high,86,Friday,Morning
Unit Testing,writing,medium,53,Monday,Afternoon
Design Mockup,writing,low,137,Wednesday,Morning
Client Call,planning,low,132,Sunday,Afternoon
Sprint Planning,meeting,high,171,Monday,Evening
Bug Fixing,writing,low,153,Thursday,Afternoon
Daily Standup,writing,high,64,Thursday,Evening
Design Mockup,review,medium,124,Sunday,Morning
Sprint Planning,writing,medium,98,Monday,Morning
Client Call,coding,low,56,Tuesday,Morning
Bug Fixing,coding,high,152,Wednesday,Evening
Product Demo,meeting,low,178,Friday,Morning
Daily Standup,writing,high,152,Thursday,Afternoon
Client Call,coding,low,93,Monday,Evening
Documentation,meeting,medium,23,Tuesday,Afternoon
Team Meeting,review,low,91,Wednesday,Afternoon
UI Testing,testing,high,65,Wednesday,Evening
Daily Standup,meeting,medium,143,Monday,Evening
Design Mockup,meeting,medium,94,Thursday,Evening
Design Mockup,testing,low,82,Friday,Evening
Unit Testing,testing,low,82,Wednesday,Morning
Documentation,writing,high,157,Monday,Evening
Code Review,planning,medium,65,Sunday,Evening
Documentation,planning,medium,65,Tuesday,Afternoon
Bug Fixing,writing,low,73,Saturday,Afternoon
Documentation,review,medium,139,Saturday,Afternoon
Daily Standup,review,high,167,Friday,Morning
Team Meeting,testing,low,83,Saturday,Afternoon
Database Backup,coding,high,124,Tuesday,Morning
UI Testing,meeting,high,38,Wednesday,Afternoon
Code Review,review,medium,148,Monday,Morning
Documentation,writing,low,156,Thursday,Morning
Database Backup,writing,high,104,Thursday,Afternoon
Team Meeting,testing,low,62,Thursday,Morning
Product Demo,meeting,medium,49,Tuesday,Evening
UI Testing,coding,high,70,Wednesday,Afternoon
UI Testing,review,low,115,Sunday,Evening
Product Demo,planning,low,109,Thursday,Morning
Daily Standup,meeting,low,151,Saturday,Evening
Documentation,testing,medium,84,Monday,Afternoon
UI Testing,planning,low,97,Wednesday,Evening
Unit Testing,review,high,32,Saturday,Morning
Documentation,planning,high,145,Friday,Morning
Bug Fixing,coding,medium,128,Wednesday,Evening
Documentation,coding,high,62,Tuesday,Afternoon
Daily Standup,review,high,88,Thursday,Evening
Team Meeting,writing,high,111,Tuesday,Evening
Unit Testing,planning,high,23,Sunday,Evening
Daily Standup,meeting,medium,107,Friday,Afternoon
Bug Fixing,testing,medium,143,Tuesday,Morning
UI Testing,meeting,low,77,Sunday,Morning
Product Demo,writing,medium,167,Sunday,Morning
Unit Testing,coding,low,51,Wednesday,Evening
Unit Testing,planning,low,149,Sunday,Afternoon
Design Mockup,testing,medium,36,Sunday,Afternoon
Bug Fixing,meeting,high,113,Thursday,Morning
Design Mockup,planning,high,91,Sunday,Evening
Bug Fixing,meeting,low,119,Thursday,Evening
Database Backup,writing,high,72,Tuesday,Evening
UI Testing,planning,medium,76,Tuesday,Afternoon
Sprint Planning,meeting,medium,61,Monday,Evening
Bug Fixing,review,low,88,Friday,Morning
Unit Testing,meeting,low,82,Sunday,Evening
Product Demo,meeting,medium,141,Sunday,Afternoon
Unit Testing,review,low,83,Monday,Evening
Daily Standup,planning,low,38,Thursday,Morning
Sprint Planning,planning,low,160,Thursday,Morning
Unit Testing,planning,medium,110,Wednesday,Morning
Daily Standup,testing,low,37,Sunday,Morning
Team Meeting,testing,low,44,Monday,Morning
UI Testing,coding,high,151,Wednesday,Morning
Daily Standup,testing,medium,55,Saturday,Evening
Team Meeting,review,medium,48,Tuesday,Afternoon
Code Review,review,medium,143,Friday,Morning
Code Review,testing,medium,171,Saturday,Afternoon
UI Testing,coding,low,31,Monday,Evening
Bug Fixing,coding,high,64,Thursday,Evening
Sprint Planning,review,medium,82,Thursday,Morning
Team Meeting,meeting,high,178,Saturday,Evening
Bug Fixing,meeting,high,103,Sunday,Afternoon
Unit Testing,coding,medium,76,Sunday,Afternoon
Code Review,coding,high,41,Sunday,Evening
Design Mockup,planning,medium,148,Thursday,Evening
Documentation,planning,high,66,Friday,Afternoon
Daily Standup,testing,high,177,Saturday,Morning
Documentation,coding,medium,89,Monday,Evening
UI Testing,review,high,75,Tuesday,Evening
Code Review,review,medium,74,Thursday,Morning
Team Meeting,testing,low,171,Tuesday,Morning
Team Meeting,meeting,medium,122,Wednesday,Morning
UI Testing,review,high,155,Wednesday,Evening
UI Testing,review,medium,160,Sunday,Afternoon
Database Backup,writing,medium,128,Wednesday,Evening
Sprint Planning,meeting,low,139,Wednesday,Morning
UI Testing,testing,low,88,Wednesday,Morning
Database Backup,review,low,103,Monday,Afternoon
Code Review,planning,high,128,Tuesday,Afternoon
Daily Standup,testing,low,66,Wednesday,Morning
Bug Fixing,meeting,medium,79,Friday,Morning
Documentation,meeting,high,70,Monday,Evening
Daily Standup,coding,medium,169,Monday,Afternoon
Sprint Planning,planning,medium,99,Monday,Evening
Team Meeting,testing,low,81,Saturday,Morning
Unit Testing,meeting,high,102,Thursday,Afternoon
Documentation,meeting,medium,177,Saturday,Morning
Team Meeting,review,low,90,Sunday,Afternoon
Documentation,writing,medium,24,Tuesday,Morning
Design Mockup,meeting,high,127,Thursday,Morning
Sprint Planning,planning,medium,38,Tuesday,Morning
Documentation,review,medium,123,Monday,Morning
Documentation,testing,high,120,Sunday,Morning
Code Review,coding,low,120,Wednesday,Morning
Daily Standup,coding,high,62,Friday,Morning
Client Call,planning,low,119,Wednesday,Evening
Client Call,testing,low,97,Monday,Afternoon
Team Meeting,testing,medium,23,Friday,Afternoon
Client Call,meeting,low,68,Friday,Evening
Unit Testing,testing,medium,177,Monday,Morning
Unit Testing,testing,medium,138,Monday,Evening
UI Testing,planning,low,21,Monday,Afternoon
Daily Standup,review,high,168,Wednesday,Evening
Design Mockup,writing,high,76,Thursday,Morning
Team Meeting,writing,high,102,Wednesday,Evening
UI Testing,planning,high,74,Friday,Evening
Bug Fixing,planning,medium,179,Sunday,Morning
UI Testing,review,low,35,Saturday,Afternoon
Unit Testing,meeting,high,144,Thursday,Evening
Client Call,planning,low,79,Wednesday,Morning
Sprint Planning,testing,medium,156,Tuesday,Afternoon
Team Meeting,meeting,high,109,Friday,Morning
UI Testing,planning,medium,23,Wednesday,Morning
Design Mockup,writing,high,74,Thursday,Evening
Bug Fixing,writing,medium,20,Wednesday,Evening
Sprint Planning,testing,medium,171,Monday,Afternoon
Code Review,writing,low,111,Thursday,Morning
Documentation,testing,medium,161,Monday,Afternoon
Daily Standup,planning,high,168,Monday,Morning
Documentation,review,high,27,Thursday,Evening
Database Backup,testing,medium,72,Friday,Afternoon
Client Call,review,low,100,Wednesday,Evening
Database Backup,writing,high,35,Sunday,Evening
Bug Fixing,testing,medium,153,Friday,Afternoon
Client Call,planning,high,49,Friday,Evening
Product Demo,review,low,51,Friday,Evening
Team Meeting,planning,low,149,Tuesday,Morning
Daily Standup,testing,medium,103,Friday,Evening
UI Testing,review,low,110,Friday,Morning
Client Call,review,low,149,Thursday,Evening
Team Meeting,planning,low,154,Sunday,Afternoon
Code Review,coding,medium,45,Saturday,Morning
Unit Testing,writing,high,55,Friday,Morning
Unit Testing,writing,low,91,Wednesday,Morning
Design Mockup,writing,high,78,Friday,Afternoon
UI Testing,review,medium,47,Wednesday,Morning
Daily Standup,writing,low,57,Monday,Afternoon
Daily Standup,testing,high,39,Wednesday,Evening
Client Call,coding,high,31,Friday,Evening
UI Testing,writing,low,149,Tuesday,Morning
UI Testing,meeting,high,113,Wednesday,Evening
Bug Fixing,coding,low,64,Friday,Evening
Database Backup,coding,medium,38,Friday,Afternoon
Daily Standup,planning,high,23,Sunday,Morning
Documentation,planning,high,104,Monday,Afternoon
Documentation,review,low,35,Sunday,Morning
Product Demo,writing,medium,71,Monday,Morning
Design Mockup,writing,high,81,Thursday,Evening
Design Mockup,coding,medium,162,Sunday,Afternoon
Daily Standup,writing,medium,156,Wednesday,Morning
Client Call,planning,low,71,Tuesday,Evening
Daily Standup,planning,high,87,Monday,Morning
Team Meeting,testing,low,32,Friday,Afternoon
Sprint Planning,testing,low,76,Friday,Evening
Client Call,planning,low,164,Tuesday,Morning
Sprint Planning,planning,high,153,Friday,Evening
Daily Standup,testing,medium,55,Wednesday,Afternoon
Database Backup,planning,high,121,Friday,Morning
Code Review,meeting,high,93,Wednesday,Morning
Design Mockup,planning,low,131,Friday,Evening
Daily Standup,planning,medium,174,Tuesday,Morning
Code Review,planning,high,138,Monday,Afternoon
Design Mockup,meeting,low,111,Friday,Afternoon
UI Testing,writing,high,28,Thursday,Morning
Code Review,coding,high,28,Thursday,Evening
Database Backup,coding,low,173,Wednesday,Afternoon
Documentation,review,high,90,Friday,Afternoon
Client Call,meeting,low,120,Monday,Morning
Code Review,planning,low,97,Sunday,Afternoon
Sprint Planning,review,medium,41,Friday,Evening
Bug Fixing,review,medium,86,Thursday,Morning
Design Mockup,planning,high,126,Monday,Evening
Bug Fixing,writing,high,103,Saturday,Evening
Client Call,planning,high,47,Wednesday,Evening
UI Testing,planning,low,47,Thursday,Evening
